Family.ID,Race,Hispanic,People.in.household,Primary.economic.activity.,Annual.income,Number.of.People.in.Household.with.GED.or.HS.Diploma,Highest.level.in.household,Indicator,Rent.vs..Own,Assistance.,Automobile
29406,Other,,6,,NA,NA,,NA,,,
29777,Other,Yes,4,Employed Full-Time,NA,NA,Less than High School,Food Access,Rent my home,None,Yes
29777,Other,Yes,4,Employed Full-Time,NA,NA,Less than High School,English Literacy,Rent my home,None,Yes
29777,Other,Yes,4,Employed Full-Time,NA,NA,Less than High School,Physical Activity,Rent my home,None,Yes
29777,,Yes,4,Employed Full-Time,NA,0,Less than High School,NA,Rent my home,Food stamps,Yes
29897,White,Yes,6,Unemployed,NA,1,Four-Year College Degree,Budget,Own my home,WIC,Yes
29897,White,Yes,6,Employed Full-Time,NA,2,Two-Year College Degree,NA,Own my home,None,Yes
29909,Other,Yes,5,Employed Full-Time,0,1,Less than High School,Nutritious diet,Rent my home,"Food stamps,WIC",Yes
29909,Other,Yes,5,Employed Full-Time,0,1,Less than High School,Physical Activity,Rent my home,"Food stamps,WIC",Yes
29982,Native Hawaiian or Other Pacific Islander,Yes,4,Employed Full-Time,NA,2,High School/GED,NA,Rent my home,Food stamps,Yes
29982,,,4,,NA,NA,,NA,,,
29982,,,4,Employed Full-Time,30000,2,High School/GED,Stable Housing,Live with another family,"Food stamps,WIC",Yes
29982,"Black or African American,Other",Yes,4,Employed Full-Time,NA,2,High School/GED,NA,Own my home,,Yes
3,Black or African American,No,3,Unemployed,NA,NA,Less than High School,Internet,Rent my home,"Food stamps,TANF",Yes
3,Black or African American,No,3,Unemployed,NA,NA,Less than High School,Stable Housing,Rent my home,"Food stamps,TANF",Yes
3,Black or African American,No,3,Unemployed,NA,NA,Less than High School,Internet,Rent my home,"Food stamps,TANF",Yes
3,Black or African American,No,3,Unemployed,NA,NA,Less than High School,Stable Housing,Rent my home,"Food stamps,TANF",Yes
3,Black or African American,No,2,Employed Full-Time,NA,1,Less than High School,Internet,Rent my home,Food stamps,No
3,Black or African American,No,2,Employed Full-Time,NA,1,Less than High School,Stable Housing,Rent my home,Food stamps,No
3,Black or African American,No,2,Employed Full-Time,NA,1,Less than High School,Internet,Rent my home,Food stamps,No
3,Black or African American,No,2,Employed Full-Time,NA,1,Less than High School,Stable Housing,Rent my home,Food stamps,No
3,Black or African American,No,2,Employed Full-Time,NA,NA,,NA,Rent my home,Food stamps,No
3,Black or African American,No,3,Unemployed,NA,0,Less than High School,NA,Rent my home,Food stamps,Yes
3,Black or African American,No,2,Employed Full-Time,NA,NA,,NA,Rent my home,Food stamps,No
3,Black or African American,No,3,Unemployed,NA,0,Less than High School,NA,Rent my home,Food stamps,Yes
30003,,,5,Employed Full-Time,0,0,High School/GED,Employability Readiness,Prefer not to say,WIC,No
30003,,,5,Employed Full-Time,0,0,High School/GED,Savings,Prefer not to say,WIC,No
30003,,,5,Employed Full-Time,0,0,High School/GED,Physical Activity,Prefer not to say,WIC,No
30003 (New),White,Yes,5,"Employed Full-Time,Stay-at-Home Caregiver,Unemployed",NA,0,Less than High School,NA,Rent my home,,Yes
30003 (New),White,Yes,5,Employed Full-Time,35000,0,Less than High School,NA,Rent my home,Food stamps,Yes
30003 (old),White,Yes,5,Employed Full-Time,NA,0,Less than High School,NA,Own my home,None,Yes
30075,White,No,3,Employed Full-Time,NA,0,Less than High School,NA,Rent my home,Food stamps,Yes
30075,White,No,3,Employed Full-Time,20000,1,High School/GED,NA,Live with parents,None,Yes
30246,White,No,4,Employed Full-Time,29000,1,High School/GED,NA,Own my home,,Yes
30246,White,No,4,Employed Full-Time,NA,1,,Income,Rent my home,None,Yes
3032,American Indian or Alaska Native,Yes,5,Employed Full-Time,NA,2,High School/GED,NA,Rent my home,"Food stamps,WIC,Other",Yes
3032,Other,Yes,5,Employed Full-Time,20000,2,High School/GED,NA,Own my home,Food stamps,Yes
30368,Black or African American,No,5,Employed Full-Time,0,1,High School/GED,Debt,Rent my home,"WIC,Food stamps",Yes
30368,Black or African American,No,5,Employed Full-Time,0,1,High School/GED,Budget,Rent my home,"WIC,Food stamps",Yes
30368,Black or African American,No,5,Employed Full-Time,0,1,High School/GED,Savings,Rent my home,"WIC,Food stamps",Yes
30379,Black or African American,No,4,Employed Full-Time,NA,1,High School/GED,Income,Live with another family,Food stamps,Yes
30379,Black or African American,No,4,Employed Full-Time,NA,1,High School/GED,Nutritious diet,Live with another family,Food stamps,Yes
30379,Black or African American,No,4,Employed Full-Time,NA,1,High School/GED,Close relationships,Live with another family,Food stamps,Yes
30379,Black or African American,No,4,"Unemployed,Employed Part-Time",NA,NA,Less than High School,NA,Live with parents,None,Yes
30758,Black or African American,No,3,Employed Part-Time,12000,0,Less than High School,Income,Rent my home,"Food stamps,WIC,Social Security",Yes
30758,Black or African American,No,3,Employed Part-Time,12000,0,Less than High School,Debt,Rent my home,"Food stamps,WIC,Social Security",Yes
30758,Black or African American,No,3,Employed Part-Time,12000,0,Less than High School,Civic Engagement,Rent my home,"Food stamps,WIC,Social Security",Yes
30758,Black or African American,No,3,Employed Part-Time,12000,0,Less than High School,NA,Rent my home,"Food stamps,WIC,Social Security",Yes
30758,Black or African American,No,3,Unemployed,0,1,High School/GED,Savings,Rent my home,"Other,Social Security,Food stamps",Yes
30758,Black or African American,No,3,Unemployed,0,1,High School/GED,Income,Rent my home,"Other,Social Security,Food stamps",Yes
30758,Black or African American,No,3,Unemployed,0,1,High School/GED,Credit,Rent my home,"Other,Social Security,Food stamps",Yes
30758,Black or African American,No,3,Employed Part-Time,NA,NA,High School/GED,NA,Rent my home,"Food stamps,WIC,Social Security",Yes
30764,Other,Yes,4,"Employed Part-Time,Employed Full-Time",NA,0,Less than High School,Literacy,Live with another family,WIC,Yes
30764,Other,Yes,4,"Employed Part-Time,Employed Full-Time",NA,0,Less than High School,Healthy teeth,Live with another family,WIC,Yes
30764,Other,Yes,4,"Employed Part-Time,Employed Full-Time",NA,0,Less than High School,Savings,Live with another family,WIC,Yes
30764,Other,Yes,4,"Employed Part-Time,Employed Full-Time",NA,0,Less than High School,Bank services,Live with another family,WIC,Yes
30764,Other,Yes,4,"Employed Full-Time,Employed Part-Time",30000,2,Less than High School,NA,Rent my home,WIC,Yes
30840,Other,Yes,7,"Employed Full-Time,Unemployed",16800,0,Less than High School,NA,Own my home,None,Yes
30840,Other,Yes,7,"Employed Full-Time,Employed Part-Time",20000,0,Less than High School,NA,Own my home,None,Yes
30856,Other,Yes,4,Stay-at-Home Caregiver,NA,1,High School/GED,Credit,Own my home,"Food stamps,WIC",Yes
30856,Other,Yes,4,Stay-at-Home Caregiver,NA,1,High School/GED,Employability Readiness,Own my home,"Food stamps,WIC",Yes
30856,Other,Yes,4,Stay-at-Home Caregiver,NA,1,High School/GED,Savings,Own my home,"Food stamps,WIC",Yes
30856,Other,Yes,4,Stay-at-Home Caregiver,NA,1,Less than High School,NA,Own my home,"Food stamps,WIC",Yes
30970,Black or African American,No,5,Other,28176,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
30970,Black or African American,No,5,Other,28176,1,High School/GED,Nutritious diet,Rent my home,"Food stamps,WIC",Yes
30970,Black or African American,No,5,Other,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
30970,Black or African American,No,5,Employed Full-Time,0,1,High School/GED,Credit,Rent my home,"WIC,Food stamps",Yes
30970,Black or African American,No,5,Employed Full-Time,0,1,High School/GED,Nutritious diet,Rent my home,"WIC,Food stamps",Yes
30970,,,5,,NA,NA,,NA,,,
30979,Other,Yes,3,Self-Employed,18550,0,Less than High School,Credit,Rent my home,"Food stamps,Other",Yes
30983,Black or African American,No,4,Employed Full-Time,0,1,High School/GED,Physical Activity,Rent my home,"Food stamps,WIC",Yes
30983,Black or African American,No,4,Employed Full-Time,0,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
30983,Black or African American,No,4,,NA,NA,,NA,,,Yes
3103,Black or African American,No,3,In School,NA,1,High School/GED,Income,Live with another family,"WIC,Other,Food stamps",No
31063,Black or African American,No,2,Employed Full-Time,NA,0,Less than High School,NA,Live with parents,Food stamps,Yes
31063,Black or African American,No,2,Employed Full-Time,15876,0,Less than High School,Credit,Rent my home,"Food stamps,WIC",Yes
31063,Black or African American,No,2,Employed Full-Time,15876,0,Less than High School,Savings,Rent my home,"Food stamps,WIC",Yes
31079,Other,Yes,3,Employed Full-Time,NA,2,High School/GED,Credit,Own my home,WIC,Yes
31079,Other,Yes,3,Employed Full-Time,NA,2,High School/GED,Civic Engagement,Own my home,WIC,Yes
31079,,Yes,3,Employed Full-Time,NA,2,High School/GED,NA,Own my home,"WIC,Other",Yes
31203,White,Yes,6,Employed Full-Time,14000,1,High School/GED,NA,Rent my home,Food stamps,No
31203,White,Yes,6,Employed Full-Time,14000,2,Less than High School,Identification,Rent my home,Food stamps,Yes
31446,White,No,4,"Employed Full-Time,Stay-at-Home Caregiver",NA,0,Less than High School,NA,Own my home,Food stamps,Yes
31446,White,No,4,Other,0,0,Less than High School,Credit,Own my home,"Food stamps,WIC,Social Security",Yes
31446,White,No,4,Other,0,0,Less than High School,Budget,Own my home,"Food stamps,WIC,Social Security",Yes
3148,Black or African American,No,7,Employed Full-Time,10400,2,High School/GED,Debt,Rent my home,"Food stamps,Other",Yes
3148,Black or African American,No,7,Employed Full-Time,10400,2,High School/GED,Credit,Rent my home,"Food stamps,Other",Yes
3148,Black or African American,No,7,Employed Full-Time,10400,2,High School/GED,Savings,Rent my home,"Food stamps,Other",Yes
3148,Black or African American,No,7,Employed Part-Time,10400,2,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
31486,White,No,6,"Employed Full-Time,Unemployed",20000,1,High School/GED,Credit,Rent my home,"Disability,Food stamps,WIC",Yes
31486,White,No,6,Unemployed,30000,1,High School/GED,NA,Rent my home,None,Yes
31534,Other,Yes,3,Employed Full-Time,20000,1,Less than High School,Clothing,Rent my home,None,Yes
31534,Other,Yes,3,Employed Full-Time,20000,1,Less than High School,Identification,Rent my home,None,Yes
31534,Other,Yes,3,Employed Full-Time,20000,1,Less than High School,Debt,Rent my home,None,Yes
31534,Other,Yes,4,,NA,1,High School/GED,English Literacy,Rent my home,"Other,WIC",Yes
31534,Other,Yes,4,"Employed Full-Time,Unemployed",NA,1,High School/GED,NA,Rent my home,WIC,Yes
31621,Other,Yes,4,Employed Full-Time,23000,1,High School/GED,Credit,Rent my home,WIC,Yes
31621,Other,Yes,4,Employed Full-Time,23000,1,High School/GED,Physical Activity,Rent my home,WIC,Yes
31621,Other,Yes,4,Employed Full-Time,23000,1,High School/GED,English Literacy,Rent my home,WIC,Yes
31621,Other,Yes,4,Employed Full-Time,23000,1,High School/GED,NA,Rent my home,WIC,Yes
31757,Other,Yes,4,"Employed Full-Time,Unemployed",NA,0,Less than High School,Savings,Rent my home,Disability,Yes
31757,Other,Yes,4,"Employed Full-Time,Unemployed",NA,0,Less than High School,Literacy,Rent my home,Disability,Yes
31757,Other,Yes,4,"Employed Full-Time,Unemployed",NA,0,Less than High School,Nutritious diet,Rent my home,Disability,Yes
31757,White,Yes,4,Employed Full-Time,NA,0,Less than High School,NA,Rent my home,Social Security,Yes
31757,"Other,Black or African American",Yes,4,Employed Full-Time,21801,0,Less than High School,English Literacy,Rent my home,"Food stamps,WIC",Yes
31757,Other,Yes,4,Other,NA,NA,,NA,Rent my home,WIC,Yes
31761,Black or African American,No,4,Employed Full-Time,19757,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
31761,Black or African American,No,4,Employed Full-Time,19757,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
31761,Black or African American,No,4,Employed Full-Time,19757,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
31761,Black or African American,No,4,Employed Part-Time,6829,1,High School/GED,Budget,Rent my home,"Food stamps,WIC",Yes
31761,Black or African American,No,4,Employed Part-Time,6829,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
31810,Other,Yes,4,"Self-Employed,Stay-at-Home Caregiver",NA,0,Less than High School,Literacy,Own my home,"Disability,Food stamps",Yes
31810,Other,Yes,4,"Self-Employed,Stay-at-Home Caregiver",NA,0,Less than High School,Nutritious diet,Own my home,"Disability,Food stamps",Yes
31810,Other,Yes,4,"Self-Employed,Stay-at-Home Caregiver",NA,0,Less than High School,Mental health services,Own my home,"Disability,Food stamps",Yes
31810,White,Yes,4,Stay-at-Home Caregiver,NA,1,High School/GED,NA,Own my home,Social Security,Yes
31810,American Indian or Alaska Native,Yes,5,Stay-at-Home Caregiver,NA,0,Less than High School,English Literacy,Own my home,"Disability,Food stamps",Yes
3191,Black or African American,No,5,Other,5537,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
3191,Black or African American,No,5,Other,5537,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
3191,Other,Yes,5,Employed Full-Time,9600,NA,Less than High School,Income,Rent my home,None,Yes
32005,Other,Yes,6,"Employed Full-Time,In School",19200,0,Less than High School,Nutritious diet,Rent my home,"Food stamps,WIC",Yes
32005,Other,Yes,6,"Employed Full-Time,In School",19200,0,Less than High School,Bank Services,Rent my home,"Food stamps,WIC",Yes
32005,Other,Yes,6,"Employed Full-Time,In School",19200,0,Less than High School,Access to Health Services,Rent my home,"Food stamps,WIC",Yes
32019,White,No,6,Unemployed,NA,5,High School/GED,Nutritious diet,Own my home,"Food stamps,Disability,Social Security,WIC",Yes
32019,White,No,6,Unemployed,NA,3,High School/GED,NA,Live with parents,"WIC,Food stamps,Disability",Yes
32019,White,No,6,Stay-at-Home Caregiver,NA,2,High School/GED,NA,Live with parents,"Food stamps,WIC,Social Security",Yes
32029,White,Yes,3,Employed Full-Time,NA,0,Less than High School,Identification,Live with parents,WIC,Yes
32029,White,Yes,3,Employed Full-Time,NA,0,Less than High School,Entertainment,Live with parents,WIC,Yes
32029,White,Yes,3,Employed Full-Time,NA,0,Less than High School,Savings,Live with parents,WIC,Yes
32029 (New),White,Yes,3,"Employed Full-Time,Stay-at-Home Caregiver",NA,0,Less than High School,NA,Own my home,,Yes
32029 (old),White,Yes,3,Employed Full-Time,NA,0,Less than High School,NA,Own my home,,Yes
32062,Other,Yes,8,Employed Full-Time,NA,NA,Less than High School,Identification,Rent my home,"Food stamps,WIC",Yes
32062,Other,Yes,8,Employed Full-Time,NA,NA,Less than High School,English Literacy,Rent my home,"Food stamps,WIC",Yes
32062,Other,Yes,8,Employed Full-Time,NA,NA,Less than High School,Employability Readiness,Rent my home,"Food stamps,WIC",Yes
32062,Other,Yes,8,Employed Full-Time,NA,NA,Less than High School,Credit,Rent my home,"Food stamps,WIC",Yes
32062,,Yes,8,Employed Full-Time,NA,0,Less than High School,NA,Rent my home,"Food stamps,WIC,Other",Yes
32127,White,Yes,5,"Employed Full-Time,Stay-at-Home Caregiver",NA,2,Two-Year College Degree,English Literacy,Rent my home,"Food stamps,WIC",Yes
32127,White,Yes,5,"Employed Full-Time,Stay-at-Home Caregiver",NA,2,Two-Year College Degree,Insurance,Rent my home,"Food stamps,WIC",Yes
32127,Other,Yes,5,Employed Full-Time,25000,1,Two-Year College Degree,NA,Own my home,"Food stamps,WIC",No
32134,Other,Yes,6,Employed Full-Time,30000,1,High School/GED,Credit,Live with parents,None,Yes
32134,Other,Yes,6,Employed Full-Time,30000,1,High School/GED,Civic Engagement,Live with parents,None,Yes
32134,Other,Yes,6,Employed Full-Time,30000,1,High School/GED,English Literacy,Live with parents,None,Yes
32134,Other,Yes,6,Employed Full-Time,NA,1,High School/GED,NA,Live with parents,Other,Yes
32134,Other,Yes,3,Employed Full-Time,25000,1,High School/GED,NA,Rent my home,None,Yes
32216,Other,Yes,4,Unemployed,NA,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
32216,White,Yes,4,Unemployed,NA,NA,,NA,Own my home,None,Yes
32289,,,3,,NA,NA,,NA,,,
32393,Black or African American,No,4,Employed Full-Time,16989,1,Two-Year College Degree,Income,Rent my home,"Food stamps,WIC",Yes
32393,Black or African American,No,4,Employed Full-Time,16989,1,Two-Year College Degree,Savings,Rent my home,"Food stamps,WIC",Yes
32396,Black or African American,No,6,Employed Full-Time,25000,2,High School/GED,Physical Activity,Live with parents,"WIC,Food stamps",Yes
32396,Black or African American,No,6,Employed Full-Time,25000,2,High School/GED,Savings,Live with parents,"WIC,Food stamps",Yes
32396,Black or African American,No,6,Employed Full-Time,25000,2,High School/GED,NA,Live with parents,"Food stamps,WIC",Yes
32396,Black or African American,No,6,Employed Full-Time,26000,2,High School/GED,Income,Live with parents,"WIC,Food stamps",Yes
32396,Black or African American,No,6,Employed Full-Time,26000,2,High School/GED,Savings,Live with parents,"WIC,Food stamps",Yes
32396,Black or African American,No,6,Employed Full-Time,26000,2,High School/GED,Budget,Live with parents,"WIC,Food stamps",Yes
32396,Black or African American,No,6,Employed Full-Time,32000,2,Less than High School,NA,Live with parents,WIC,Yes
3253,Other,Yes,6,Employed Part-Time,NA,0,Less than High School,NA,Rent my home,"Food stamps,WIC,Other",Yes
3253,Other,Yes,6,Unemployed,NA,0,Less than High School,NA,,"Food stamps,WIC",Yes
3253,American Indian or Alaska Native,Yes,6,Stay-at-Home Caregiver,NA,0,Less than High School,Savings,Rent my home,"Food stamps,WIC,Other",Yes
3253,,,6,,NA,NA,,NA,,,
3254,White,Yes,5,"Employed Full-Time,Employed Part-Time",NA,0,Less than High School,NA,Rent my home,Food stamps,Yes
3254,Other,Yes,5,Employed Full-Time,12189,1,Two-Year College Degree,NA,Own my home,"WIC,Food stamps",No
32562,Other,Yes,4,Unemployed,NA,NA,Less than High School,Literacy,Rent my home,"Food stamps,Disability,Social Security",No
32562,Other,Yes,4,Unemployed,NA,0,Less than High School,NA,Rent my home,"Food stamps,Social Security,WIC,Disability",No
32562,Other,Yes,4,Unemployed,NA,0,Less than High School,NA,Rent my home,"Food stamps,Social Security,Other",No
32562,Other,Yes,4,Unemployed,NA,0,Less than High School,NA,Rent my home,"Food stamps,Disability,WIC",No
32568,,No,5,Employed Full-Time,8000,1,High School/GED,Civic Engagement,Own my home,"Social Security,Food stamps,Disability",Yes
32568,,No,5,Employed Full-Time,8000,1,High School/GED,Savings,Own my home,"Social Security,Food stamps,Disability",Yes
32568,,No,5,Employed Full-Time,8000,1,High School/GED,Nutritious diet,Own my home,"Social Security,Food stamps,Disability",Yes
32568,Black or African American,No,5,Employed Full-Time,8000,1,High School/GED,NA,Own my home,"Social Security,Food stamps,Disability",Yes
32603,White,Yes,4,"Stay-at-Home Caregiver,Employed Full-Time",NA,0,Less than High School,Ability to Generate Income,Rent my home,,Yes
32603,White,Yes,4,"Stay-at-Home Caregiver,Employed Full-Time",NA,0,Less than High School,Stable Income,Rent my home,,Yes
32603,White,Yes,4,"Stay-at-Home Caregiver,Employed Full-Time",NA,0,Less than High School,English Literacy,Rent my home,,Yes
32603,White,Yes,4,"Employed Full-Time,Stay-at-Home Caregiver",NA,0,Less than High School,NA,Rent my home,,Yes
32603,Other,Yes,4,"Employed Full-Time,Unemployed",NA,2,High School/GED,NA,Rent my home,"Other,None",Yes
32658,Other,No,5,Unemployed,NA,5,Two-Year College Degree,NA,,Food stamps,No
32658,Other,Yes,5,,NA,NA,,NA,Rent my home,,
32658,Black or African American,Yes,5,Unemployed,NA,1,High School/GED,Savings,Rent my home,"Food stamps,WIC,Other",Yes
3275,White,No,6,"Stay-at-Home Caregiver,Unemployed",0,0,Less than High School,Budget,Live with partner in their home,"Food stamps,WIC",Yes
3275,White,No,6,"Stay-at-Home Caregiver,Unemployed",0,0,Less than High School,Stable Income,Live with partner in their home,"Food stamps,WIC",Yes
3275,White,No,6,"Stay-at-Home Caregiver,Unemployed",0,0,Less than High School,Income,Live with partner in their home,"Food stamps,WIC",Yes
32774,Other,Yes,4,Stay-at-Home Caregiver,NA,NA,Less than High School,NA,Live with parents,"WIC,Food stamps",No
32774,Other,Yes,4,Employed Full-Time,NA,1,Less than High School,English Literacy,Rent my home,"Food stamps,WIC",Yes
32785,Black or African American,No,2,Employed Full-Time,10000,1,Four-Year College Degree,Budget,Live with parents,Food stamps,Yes
32785,Black or African American,No,2,Employed Full-Time,10000,1,Four-Year College Degree,Credit,Live with parents,Food stamps,Yes
32785,Black or African American,No,2,Employed Full-Time,10000,1,Four-Year College Degree,Savings,Live with parents,Food stamps,Yes
32785,Black or African American,No,2,Unemployed,0,1,Two-Year College Degree,Savings,Homeless,"Food stamps,WIC",Yes
32785,Black or African American,No,2,Unemployed,0,1,High School/GED,Nutritious diet,Live with another family,"Food stamps,WIC",Yes
32785,Black or African American,No,2,Other,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
32835,Black or African American,No,4,Employed Full-Time,22000,2,High School/GED,NA,Rent my home,Food stamps,Yes
32857,Black or African American,No,3,Employed Full-Time,0,1,Two-Year College Degree,Budget,Rent my home,Food stamps,Yes
32857,Black or African American,No,3,Employed Full-Time,0,1,Two-Year College Degree,Community,Rent my home,Food stamps,Yes
32857,Black or African American,No,3,Employed Full-Time,0,1,Two-Year College Degree,Credit,Rent my home,Food stamps,Yes
32996,Black or African American,No,2,Unemployed,0,1,High School/GED,Enough space,Temporary housing/shelter,"Food stamps,WIC,Other",Yes
32996,Black or African American,No,2,Unemployed,0,1,High School/GED,Generate income,Temporary housing/shelter,"Food stamps,WIC,Other",Yes
32996,Black or African American,No,2,Unemployed,0,1,High School/GED,Stable Income,Temporary housing/shelter,"Food stamps,WIC,Other",Yes
32996,Black or African American,No,2,Unemployed,0,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
3305,Black or African American,No,4,Employed Full-Time,26166,1,Two-Year College Degree,Nutritious diet,Rent my home,WIC,Yes
3305,Black or African American,,4,,NA,NA,,NA,,,
33057,White,Yes,5,Stay-at-Home Caregiver,NA,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
33057,Other,Yes,6,Employed Part-Time,NA,0,Less than High School,NA,Rent my home,"Food stamps,WIC",Yes
33057,,,6,,NA,NA,,NA,,,
33072,Black or African American,No,2,Employed Full-Time,25000,1,High School/GED,Physical Activity,Rent my home,"Food stamps,WIC",Yes
33072,Other,,2,,NA,NA,,NA,,,
33197,American Indian or Alaska Native,No,3,"In School,Employed Full-Time",25000,1,High School/GED,Community,Rent my home,"Food stamps,WIC",Yes
33197,American Indian or Alaska Native,No,3,"In School,Employed Full-Time",25000,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
33197,American Indian or Alaska Native,No,3,"In School,Employed Full-Time",25000,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
33197,American Indian or Alaska Native,No,3,"In School,Employed Full-Time",25000,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
33333,NA,NA,NA,NA,NA,NA,NA,Bank services,NA,NA,NA
33333,NA,NA,NA,NA,NA,NA,NA,Budget,NA,NA,NA
33333,NA,NA,NA,NA,NA,NA,NA,Stable Income,NA,NA,NA
33333,Black or African American,No,6,Employed Part-Time,0,1,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
33333,Black or African American,No,6,Employed Part-Time,0,1,High School/GED,Internet,Rent my home,"Food stamps,WIC",Yes
33333,Black or African American,No,6,Employed Part-Time,0,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
33333,Black or African American,No,6,Employed Part-Time,NA,NA,,NA,Rent my home,"Food stamps,WIC",Yes
33488,Black or African American,No,5,Employed Full-Time,35000,1,High School/GED,Savings,Own my home,None,Yes
33488,Black or African American,No,5,Employed Full-Time,35000,1,High School/GED,Budget,Own my home,None,Yes
33488,Black or African American,No,5,Employed Full-Time,35000,1,High School/GED,Entertainment,Own my home,None,Yes
33488,Black or African American,No,5,Employed Full-Time,35000,1,High School/GED,NA,Own my home,None,Yes
33496,White,Yes,6,Unemployed,NA,1,Less than High School,NA,Own my home,Other,Yes
33496,,,6,,NA,NA,,NA,,,
33535,White,No,4,Stay-at-Home Caregiver,NA,0,Less than High School,Emotional Well-Being,Rent my home,"Food stamps,WIC",No
33535,White,No,4,Stay-at-Home Caregiver,NA,0,Less than High School,Income,Rent my home,"Food stamps,WIC",No
33535,White,No,4,Stay-at-Home Caregiver,NA,0,Less than High School,Employability Readiness,Rent my home,"Food stamps,WIC",No
33535,White,No,2,Retired,9600,1,,Healthy vision,Own my home,"Food stamps,Other",Yes
33535,White,No,2,Retired,9600,1,,Civic Engagement,Own my home,"Food stamps,Other",Yes
33535,White,No,2,Retired,9600,1,,Internet,Own my home,"Food stamps,Other",Yes
33535,White,No,2,Retired,9600,1,High School/GED,NA,Own my home,"Food stamps,Other",Yes
33572,White,Yes,1,Stay-at-Home Caregiver,NA,0,Less than High School,NA,Rent my home,WIC,Yes
33598,Black or African American,No,5,Employed Full-Time,20866,2,High School/GED,Savings,Rent my home,"Food stamps,WIC",Yes
33598,Black or African American,No,5,Employed Full-Time,20866,2,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
33598,Black or African American,No,5,Employed Part-Time,21936,1,High School/GED,Credit,Rent my home,,Yes
33598,Black or African American,No,5,Employed Part-Time,21936,1,High School/GED,Budget,Rent my home,,Yes
33598,Black or African American,No,5,Employed Part-Time,21936,1,High School/GED,Savings,Rent my home,,Yes
33598,Black or African American,No,5,Employed Full-Time,32000,2,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
33643,Black or African American,No,2,Unemployed,NA,1,High School/GED,NA,Rent my home,"Food stamps,Other",Yes
33643,Black or African American,No,3,Employed Full-Time,NA,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
33643,,,3,,NA,NA,,NA,,,
33761,White,No,3,Other,NA,1,High School/GED,Income,Rent my home,"Food stamps,WIC",Yes
33761,White,No,3,Other,NA,1,High School/GED,Credit,Rent my home,"Food stamps,WIC",Yes
33761,White,No,3,Other,NA,1,High School/GED,NA,Rent my home,Food stamps,Yes
33776,Black or African American,No,1,Employed Full-Time,NA,1,High School/GED,NA,Live with another family,"Food stamps,WIC",Yes
33776,Black or African American,No,1,Employed Full-Time,17000,1,High School/GED,Enough space,Live with another family,"Food stamps,WIC",Yes
33776,Black or African American,No,1,Employed Full-Time,17000,1,High School/GED,Stable Housing,Live with another family,"Food stamps,WIC",Yes
33776,Black or African American,No,6,Employed Full-Time,1716132,1,Two-Year College Degree,Nutritious diet,Rent my home,"Food stamps,WIC",Yes
33776,Black or African American,No,6,Other,NA,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
33776,Black or African American,,6,Employed Full-Time,NA,NA,,NA,,,
33788,White,No,3,Employed Full-Time,NA,1,High School/GED,NA,Live with parents,"Food stamps,WIC",Yes
33788,White,No,3,Employed Full-Time,NA,1,High School/GED,NA,Rent my home,"Food stamps,WIC",Yes
33835,American Indian or Alaska Native,Yes,2,Employed Full-Time,NA,NA,,Nutritious diet,Own my home,Other,Yes
33835,,,2,,NA,NA,,NA,,,
33892,,Yes,4,Employed Full-Time,NA,0,Less than High School,English Literacy,Rent my home,"Food stamps,WIC",Yes
33892,Other,Yes,4,"Employed Full-Time,Unemployed",NA,0,Less than High School,NA,Rent my home,WIC,Yes
33892,Other,Yes,4,"Employed Full-Time,Unemployed",NA,0,Less than High School,English Literacy,Rent my home,"WIC,Other",Yes
33892,Other,Yes,4,"Employed Full-Time,Unemployed",NA,0,Less than High School,NA,Rent my home,"Food stamps,WIC,Other",Yes
33967,NA,NA,NA,NA,NA,NA,NA,Physical Activity,NA,NA,NA
33967,NA,NA,NA,NA,NA,NA,NA,Income,NA,NA,NA
33967,NA,NA,NA,NA,NA,NA,NA,Savings,NA,NA,NA
33967,White,Yes,4,Employed Part-Time,25000,1,High School/GED,NA,Own my home,"WIC,Food stamps",Yes
